[ikvasilev@sms results]$ cat final_results_h10.csv
Group,r,rmse_01,np_01,mape_01,rmse_03,np_03,mape_03
BEST,27.999590,0.016522572434993048,0.103,0.03072805474978685,0.02807239260436835,0.04,0.03502393584509284
BEST,28.078051,0.029601623502162795,0.107,0.038073062575953144,0.055917622355590856,0.036,0.05054504767303022
BEST,27.850947,0.0270369087837108,0.106,0.04856621124811985,0.05079963800169355,0.039,0.06622639939429266
BEST,27.975661,0.024276759615311776,0.103,0.03657041061750764,0.028633308135660774,0.043,0.0402127827177478
BEST,28.114364,0.03285223569860671,0.094,0.048789664216438426,0.04141351163887451,0.027,0.05973194216004577
BEST,28.083117,0.01769394106076944,0.095,0.029902317377835823,0.026541785332795997,0.029,0.03634455780710329
BEST,27.971748,0.030700522573232268,0.092,0.053986826982551306,0.0470774483215698,0.034,0.06183502650867597
BEST,27.886049,0.021541746840694192,0.079,0.03873843380926802,0.02984815570272586,0.028,0.04329296421600064
BEST,28.197739,0.017141962023752785,0.108,0.029582258436406612,0.024837851807484625,0.039,0.03498853991264865
BEST,28.013510,0.061383877398685636,0.091,0.0806414976143723,0.08912081435197639,0.026,0.09599670555100992
BEST,28.037734,0.023501734237645566,0.097,0.03529016238130439,0.036154431919038124,0.031,0.04353763088472455
BEST,27.872654,0.026016363783152203,0.101,0.04392801077707698,0.02893391800190393,0.041,0.04791957020244261
BEST,27.988882,0.028356663288608034,0.108,0.049194459472611286,0.05036333706827135,0.04,0.06418445081309289
BEST,27.958195,0.02344121028277748,0.104,0.035269312417860445,0.032619247433512306,0.036,0.041819566640876216
BEST,27.962951,0.020727016507687518,0.101,0.037273734018665135,0.027968882933566627,0.045,0.041306395529050625
BEST,27.829689,0.01993879147214428,0.105,0.03733964383644248,0.03460902659768019,0.044,0.04424457717978755
BEST,27.958757,0.02519097769383777,0.096,0.03713796115496719,0.03398652551361444,0.038,0.04361990213004637
BEST,27.983330,0.019187464175351693,0.104,0.036034492451235085,0.02850361427661322,0.043,0.04196006423321339
BEST,27.923255,0.02601776451548852,0.098,0.04160650842137762,0.038923663637529575,0.04,0.04982601194955265
BEST,27.961759,0.027080776196530185,0.103,0.040263507265919304,0.03649464933954782,0.035,0.047459040374950814
BEST,27.957170,0.02082786931481848,0.095,0.0396300084472574,0.03141388413936748,0.033,0.04808269285840429
BEST,27.962392,0.020503101705709535,0.096,0.03785831144277333,0.04436324372394082,0.03,0.0585822952372207
BEST,28.030726,0.019702564993754414,0.091,0.033183958666428134,0.029760906896344787,0.03,0.038576762873263955
BEST,28.049115,0.027253025673564617,0.089,0.036627945704603586,0.046875848159044574,0.03,0.04205544392527422
BEST,28.122219,0.033978528012930706,0.11,0.0468616628837523,0.04017142738337702,0.049,0.056306943621507524
BEST,28.035701,0.01644621153336853,0.108,0.03163466579753638,0.03177984671225472,0.03,0.040249822381164424
BEST,27.921163,0.01871284407692818,0.108,0.036123402973641264,0.03715766576418701,0.045,0.042914505196209055
BEST,28.189177,0.021982349054416258,0.113,0.0315927080125041,0.03171427927860826,0.042,0.03836113550195307
BEST,28.046373,0.0183115376604741,0.1,0.03261029775067963,0.03625838053117316,0.046,0.04265515704921312
BEST,28.110938,0.03924238919608736,0.112,0.06577904452174796,0.05318136615393807,0.051,0.07474278025120529
BEST,27.893925,0.020271650478116018,0.107,0.03775722853802992,0.02771895911168332,0.044,0.04296891314821605
RAND,27.305293,0.03635407017175336,0.102,0.07396190021878807,0.057719208971485275,0.036,0.0917705982699492
RAND,24.404990,0.13562325311579124,0.311,0.27544833962511217,0.15371673461244972,0.068,0.34047509223924904
RAND,30.405095,0.06166061393376012,0.231,0.09930918924912757,0.083231093914446,0.077,0.12265284662370492
RAND,26.644099,0.06861965705048541,0.113,0.12465150291083987,0.08710991303488634,0.036,0.14903732115858176
RAND,30.943842,0.06920831398622115,0.347,0.09495951782711089,0.09923963831735286,0.129,0.12719558448375898
RAND,29.668474,0.04228552070046597,0.167,0.07007329154319758,0.061390577219866176,0.055,0.08591330619530968
RAND,29.376882,0.04526735935421699,0.138,0.06557298752996141,0.05749823781829463,0.057,0.08076954142323943
RAND,24.710860,0.13905392212292222,0.307,0.28243931242731973,0.1520976841980389,0.069,0.32295719195849065
RAND,26.320739,0.0827105240069825,0.144,0.1502406668058234,0.11358406329389698,0.042,0.20921102237442887
RAND,32.437016,0.0780877493633959,0.549,0.1196357770745776,0.08701139460387462,0.231,0.14016065601024444
RAND,27.430400,0.04598373383086769,0.11,0.08160774164647708,0.05465301758382167,0.043,0.09222745142101617
RAND,26.359462,0.07315212937012827,0.124,0.14069832599280338,0.10200966324950071,0.031,0.18812257537913377
RAND,24.487960,0.13866368653337902,0.285,0.29006180433538525,0.15301937519998557,0.055,0.33296007962637336
RAND,32.449848,0.0743623493387713,0.612,0.09953746024222758,0.09256720226169418,0.295,0.12305495820998791
RAND,26.887263,0.07162593938822301,0.112,0.12605410945550782,0.08335881968734384,0.041,0.1432357542986202
RAND,32.198709,0.06152532115467812,0.522,0.1025635130336762,0.0864318196658805,0.22,0.13148228241661858
RAND,25.039946,0.12258315269379602,0.213,0.2505349457796984,0.14217432132769248,0.044,0.29704775109299325
RAND,31.300327,0.056060012484531026,0.398,0.09245889333943423,0.07963183596141783,0.134,0.12883421769577794
RAND,28.679452,0.02812752904229951,0.125,0.03548216217011082,0.0437930729549689,0.039,0.04929751133466561
RAND,28.578792,0.057924754644531236,0.129,0.06318840132790364,0.08143411214791055,0.044,0.07930100244731111
RAND,26.488683,0.06678275270694407,0.134,0.12507663686105253,0.09958552814918245,0.027,0.1767310588517024
RAND,25.088827,0.10201051836809623,0.243,0.20422448198107448,0.12881866183580207,0.057,0.2624336941269204
RAND,29.860912,0.04887469677331467,0.19,0.07336182268125266,0.07158023897742377,0.066,0.0888171528378176
RAND,27.741579,0.030065601553119128,0.088,0.052323121847214986,0.04573045015038683,0.041,0.06089475282735432
RAND,32.846545,0.07770505028415642,0.627,0.1160415698032553,0.08004653574722101,0.307,0.12078752570501361
RAND,28.742876,0.03203997737306782,0.11,0.04273591741355443,0.05145876153357394,0.038,0.06515568101588388
RAND,24.201593,0.11306946777416584,0.428,0.2269069851857139,0.15248727226548373,0.097,0.33841583836479827
RAND,28.337254,0.023815028907148393,0.088,0.029265427613461757,0.027634450994609202,0.03,0.03482820336923711
RAND,27.128394,0.05435247806914193,0.116,0.09512050927854342,0.08075397813455333,0.033,0.12333726210801836
RAND,32.088265,0.05172710030542222,0.515,0.10095817272057968,0.0682147958908046,0.228,0.1156778134172501
RAND,27.470555,0.03866143125966489,0.083,0.06980153537264996,0.04776148512590174,0.029,0.07774470501928175
RAND,31.724628,0.06224493987845486,0.443,0.09727754575440316,0.09288820582577362,0.176,0.14211506499892534
RAND,24.342749,0.13279212248785124,0.354,0.263950274646504,0.15603071847531177,0.1,0.3401885908128021
RAND,28.734016,0.03859414086332306,0.128,0.04492837104598435,0.0498530022577207,0.042,0.05498255911867676
RAND,29.775316,0.04329797777822709,0.17,0.07297834012834552,0.05282861472392967,0.064,0.0820905227719
RAND,23.877882,0.1303094065304613,0.453,0.2703173991083617,0.15195874053470212,0.162,0.32258965769930686
RAND,27.821321,0.023805415316762852,0.111,0.04388901604636487,0.03354087402512258,0.038,0.051225424963087254
RAND,25.156752,0.12282190357638588,0.284,0.23032091672811253,0.1375364018501293,0.071,0.281892718185333
RAND,27.605660,0.039869597611160226,0.117,0.06377769323575412,0.057957639477677105,0.041,0.08633261328621235
RAND,25.193894,0.12751178580136896,0.199,0.25506490756167893,0.1443874000061756,0.037,0.2943452718186219
RAND,30.941973,0.06434036466620371,0.319,0.10001967387271593,0.09176125747090022,0.102,0.13267175616708918
RAND,27.605395,0.03242551208314326,0.099,0.06130395094907015,0.038407489601694184,0.045,0.06535602841052184
RAND,32.499612,0.087837010463801,0.591,0.11939750654443479,0.11168891694209207,0.266,0.16359734721799574
